SKU,Category,Size,Units_in_stock,Days_of_inventory_left,Dead_stock_flag,date
SKU-CRO-0048,Croptops,XL,50,500,N,2/20/2022
SKU-TSH-0049,Tshirts,S,121,999,N,2/20/2022
SKU-SHO-0050,Shorts,XXL,112,420,N,2/20/2022
SKU-SHI-0051,Shirts,XXL,68,510,N,2/20/2022
SKU-SHI-0052,Shirts,M,77,999,N,2/20/2022
SKU-JAC-0053,Jackets,XL,69,999,N,2/20/2022
SKU-SHI-0054,Shirts,M,75,999,N,2/20/2022
SKU-JAC-0055,Jackets,XXL,109,999,N,2/20/2022
SKU-SHI-0001,Shirts,XS,0,0,N,2/27/2022
SKU-PAN-0002,Pants,M,0,0,N,2/27/2022
SKU-SHI-0003,Shirts,M,0,0,N,2/27/2022
SKU-TSH-0004,Tshirts,M,48,48,N,2/27/2022
SKU-CRO-0005,Croptops,L,12,18,N,2/27/2022
SKU-SHI-0006,Shirts,S,56,84,N,2/27/2022
SKU-CRO-0007,Croptops,XL,69,129.4,N,2/27/2022
SKU-PAN-0008,Pants,S,101,168.3,N,2/27/2022
SKU-PAN-0009,Pants,XXL,69,138,N,2/27/2022
SKU-TSH-0010,Tshirts,M,51,69.5,N,2/27/2022
SKU-SHO-0011,Shorts,XS,106,289.1,N,2/27/2022
SKU-TSH-0012,Tshirts,M,38,95,N,2/27/2022
SKU-SHI-0013,Shirts,L,70,525,N,2/27/2022
SKU-CRO-0014,Croptops,XS,35,131.2,N,2/27/2022
SKU-SHI-0015,Shirts,L,128,548.6,N,2/27/2022
SKU-PAN-0016,Pants,XXL,109,272.5,N,2/27/2022
SKU-SHI-0017,Shirts,XS,69,345,N,2/27/2022
SKU-PAN-0018,Pants,S,111,999,N,2/27/2022
SKU-CRO-0019,Croptops,XXL,49,490,N,2/27/2022
SKU-PAN-0020,Pants,L,76,380,N,2/27/2022
SKU-PAN-0021,Pants,XL,73,312.9,N,2/27/2022
SKU-PAN-0022,Pants,M,99,424.3,N,2/27/2022
SKU-SHO-0023,Shorts,L,112,336,N,2/27/2022
SKU-SHI-0024,Shirts,M,50,187.5,N,2/27/2022
SKU-JAC-0025,Jackets,XS,79,338.6,N,2/27/2022
SKU-PAN-0026,Pants,L,79,474,N,2/27/2022
SKU-JAC-0027,Jackets,M,41,410,N,2/27/2022
SKU-PAN-0028,Pants,L,98,588,N,2/27/2022
SKU-TSH-0029,Tshirts,L,92,920,N,2/27/2022
SKU-CRO-0030,Croptops,XL,55,330,N,2/27/2022
SKU-JAC-0031,Jackets,L,42,252,N,2/27/2022
SKU-TSH-0032,Tshirts,L,90,999,N,2/27/2022
SKU-SHO-0033,Shorts,S,115,999,N,2/27/2022
SKU-PAN-0034,Pants,M,62,999,N,2/27/2022
SKU-CRO-0035,Croptops,L,43,161.2,N,2/27/2022
SKU-SHI-0036,Shirts,L,123,922.5,N,2/27/2022
SKU-CRO-0037,Croptops,XL,112,999,N,2/27/2022
SKU-CRO-0038,Croptops,M,40,240,N,2/27/2022
SKU-SHO-0039,Shorts,M,108,999,N,2/27/2022
SKU-SHO-0040,Shorts,XS,123,999,N,2/27/2022
SKU-TSH-0041,Tshirts,XS,123,922.5,N,2/27/2022
SKU-CRO-0042,Croptops,S,122,999,N,2/27/2022
SKU-CRO-0043,Croptops,XL,56,999,N,2/27/2022
SKU-JAC-0044,Jackets,M,105,999,N,2/27/2022
SKU-SHI-0045,Shirts,XL,106,999,N,2/27/2022
SKU-JAC-0046,Jackets,S,123,922.5,N,2/27/2022
SKU-PAN-0047,Pants,S,101,999,N,2/27/2022
SKU-CRO-0048,Croptops,M,50,500,N,2/27/2022
SKU-TSH-0049,Tshirts,XL,121,999,N,2/27/2022
SKU-SHO-0050,Shorts,M,112,560,N,2/27/2022
SKU-SHI-0051,Shirts,M,68,680,N,2/27/2022
SKU-SHI-0052,Shirts,L,77,999,N,2/27/2022
SKU-JAC-0053,Jackets,XS,68,999,N,2/27/2022
SKU-SHI-0054,Shirts,XS,74,999,N,2/27/2022
SKU-JAC-0055,Jackets,XL,109,999,N,2/27/2022
SKU-SHI-0001,Shirts,XL,0,0,N,3/6/2022
SKU-PAN-0002,Pants,S,0,0,N,3/6/2022
SKU-SHI-0003,Shirts,XS,0,0,N,3/6/2022
SKU-TSH-0004,Tshirts,XS,41,47.3,N,3/6/2022
SKU-CRO-0005,Croptops,XXL,6,8.6,N,3/6/2022
SKU-SHI-0006,Shirts,S,49,70,N,3/6/2022
SKU-CRO-0007,Croptops,XS,62,93,N,3/6/2022
SKU-PAN-0008,Pants,S,97,181.9,N,3/6/2022
SKU-PAN-0009,Pants,XS,65,130,N,3/6/2022
SKU-TSH-0010,Tshirts,M,44,57.4,N,3/6/2022
SKU-SHO-0011,Shorts,S,105,393.8,N,3/6/2022
SKU-TSH-0012,Tshirts,S,35,95.5,N,3/6/2022
SKU-SHI-0013,Shirts,XS,69,517.5,N,3/6/2022
SKU-CRO-0014,Croptops,S,32,120,N,3/6/2022
SKU-SHI-0015,Shirts,S,126,420,N,3/6/2022
SKU-PAN-0016,Pants,XXL,108,324,N,3/6/2022
SKU-SHI-0017,Shirts,XL,69,414,N,3/6/2022
SKU-PAN-0018,Pants,XS,106,454.3,N,3/6/2022
SKU-CRO-0019,Croptops,L,47,282,N,3/6/2022
SKU-PAN-0020,Pants,XS,75,375,N,3/6/2022
SKU-PAN-0021,Pants,S,70,262.5,N,3/6/2022
SKU-PAN-0022,Pants,L,96,360,N,3/6/2022
SKU-SHO-0023,Shorts,M,111,555,N,3/6/2022
SKU-SHI-0024,Shirts,S,47,128.2,N,3/6/2022
SKU-JAC-0025,Jackets,M,77,288.8,N,3/6/2022
SKU-PAN-0026,Pants,S,79,592.5,N,3/6/2022
SKU-JAC-0027,Jackets,XL,41,615,N,3/6/2022
SKU-PAN-0028,Pants,L,98,999,N,3/6/2022
SKU-TSH-0029,Tshirts,L,90,675,N,3/6/2022
SKU-CRO-0030,Croptops,M,54,270,N,3/6/2022
SKU-JAC-0031,Jackets,XS,42,252,N,3/6/2022
SKU-TSH-0032,Tshirts,XXL,89,999,N,3/6/2022
SKU-SHO-0033,Shorts,S,114,999,N,3/6/2022
SKU-PAN-0034,Pants,S,60,600,N,3/6/2022
SKU-CRO-0035,Croptops,M,42,315,N,3/6/2022
SKU-SHI-0036,Shirts,M,123,922.5,N,3/6/2022
SKU-CRO-0037,Croptops,L,111,999,N,3/6/2022
SKU-CRO-0038,Croptops,XL,40,240,N,3/6/2022
SKU-SHO-0039,Shorts,XL,108,999,N,3/6/2022
SKU-SHO-0040,Shorts,XXL,123,999,N,3/6/2022
SKU-TSH-0041,Tshirts,XXL,121,726,N,3/6/2022
SKU-CRO-0042,Croptops,L,121,999,N,3/6/2022
SKU-CRO-0043,Croptops,XL,55,825,N,3/6/2022
SKU-JAC-0044,Jackets,M,105,999,N,3/6/2022
SKU-SHI-0045,Shirts,XL,106,999,N,3/6/2022
SKU-JAC-0046,Jackets,L,123,999,N,3/6/2022
SKU-PAN-0047,Pants,XL,100,999,N,3/6/2022
SKU-CRO-0048,Croptops,XS,50,750,N,3/6/2022
SKU-TSH-0049,Tshirts,L,120,999,N,3/6/2022
SKU-SHO-0050,Shorts,XS,111,555,N,3/6/2022
SKU-SHI-0051,Shirts,XS,67,670,N,3/6/2022
SKU-SHI-0052,Shirts,XS,76,999,N,3/6/2022
SKU-JAC-0053,Jackets,XS,67,999,N,3/6/2022
SKU-SHI-0054,Shirts,XS,74,999,N,3/6/2022
SKU-JAC-0055,Jackets,XS,107,999,N,3/6/2022
SKU-SHI-0001,Shirts,S,0,0,N,3/13/2022
SKU-PAN-0002,Pants,S,0,0,N,3/13/2022
SKU-SHI-0003,Shirts,XL,0,0,N,3/13/2022
SKU-TSH-0004,Tshirts,L,34,34,N,3/13/2022
SKU-CRO-0005,Croptops,XS,1,1.5,N,3/13/2022
SKU-SHI-0006,Shirts,M,45,75,N,3/13/2022
SKU-CRO-0007,Croptops,M,59,98.3,N,3/13/2022
SKU-PAN-0008,Pants,L,93,199.3,N,3/13/2022
SKU-PAN-0009,Pants,M,61,140.8,N,3/13/2022
SKU-TSH-0010,Tshirts,M,41,68.3,N,3/13/2022
SKU-SHO-0011,Shorts,M,102,382.5,N,3/13/2022
SKU-TSH-0012,Tshirts,XXL,32,80,N,3/13/2022
SKU-SHI-0013,Shirts,XXL,68,408,N,3/13/2022
SKU-CRO-0014,Croptops,XS,31,155,N,3/13/2022
SKU-SHI-0015,Shirts,XL,124,531.4,N,3/13/2022
SKU-PAN-0016,Pants,S,105,315,N,3/13/2022
SKU-SHI-0017,Shirts,L,69,999,N,3/13/2022
SKU-PAN-0018,Pants,S,105,450,N,3/13/2022
SKU-CRO-0019,Croptops,M,43,161.2,N,3/13/2022
SKU-PAN-0020,Pants,XXL,71,266.2,N,3/13/2022
SKU-PAN-0021,Pants,M,68,226.7,N,3/13/2022
SKU-PAN-0022,Pants,XS,96,411.4,N,3/13/2022
SKU-SHO-0023,Shorts,L,110,550,N,3/13/2022
SKU-SHI-0024,Shirts,L,47,156.7,N,3/13/2022
SKU-JAC-0025,Jackets,XXL,74,317.1,N,3/13/2022
SKU-PAN-0026,Pants,XL,78,780,N,3/13/2022
SKU-JAC-0027,Jackets,XXL,41,615,N,3/13/2022
SKU-PAN-0028,Pants,S,95,712.5,N,3/13/2022
SKU-TSH-0029,Tshirts,XXL,88,528,N,3/13/2022
SKU-CRO-0030,Croptops,XL,53,265,N,3/13/2022
SKU-JAC-0031,Jackets,M,41,307.5,N,3/13/2022
SKU-TSH-0032,Tshirts,XS,89,999,N,3/13/2022
SKU-SHO-0033,Shorts,XS,114,999,N,3/13/2022
SKU-PAN-0034,Pants,XL,60,600,N,3/13/2022
SKU-CRO-0035,Croptops,XS,42,420,N,3/13/2022
SKU-SHI-0036,Shirts,L,123,999,N,3/13/2022
SKU-CRO-0037,Croptops,XXL,111,999,N,3/13/2022
SKU-CRO-0038,Croptops,XS,39,234,N,3/13/2022
SKU-SHO-0039,Shorts,XL,104,520,N,3/13/2022
SKU-SHO-0040,Shorts,XXL,123,999,N,3/13/2022
SKU-TSH-0041,Tshirts,XS,120,720,N,3/13/2022
SKU-CRO-0042,Croptops,XXL,120,999,N,3/13/2022
SKU-CRO-0043,Croptops,M,55,825,N,3/13/2022
SKU-JAC-0044,Jackets,XXL,104,999,N,3/13/2022
SKU-SHI-0045,Shirts,M,106,999,N,3/13/2022
SKU-JAC-0046,Jackets,L,123,999,N,3/13/2022
SKU-PAN-0047,Pants,XXL,100,999,N,3/13/2022
SKU-CRO-0048,Croptops,XL,50,750,N,3/13/2022
SKU-TSH-0049,Tshirts,S,119,999,N,3/13/2022
SKU-SHO-0050,Shorts,XL,111,832.5,N,3/13/2022
SKU-SHI-0051,Shirts,L,67,670,N,3/13/2022
SKU-SHI-0052,Shirts,L,76,999,N,3/13/2022
SKU-JAC-0053,Jackets,M,67,999,N,3/13/2022
SKU-SHI-0054,Shirts,XS,74,999,N,3/13/2022
SKU-JAC-0055,Jackets,XS,107,999,N,3/13/2022
SKU-SHI-0001,Shirts,L,0,0,N,3/20/2022
SKU-PAN-0002,Pants,XXL,0,0,N,3/20/2022
SKU-SHI-0003,Shirts,M,0,0,N,3/20/2022
SKU-TSH-0004,Tshirts,S,22,18.3,N,3/20/2022
SKU-CRO-0005,Croptops,L,0,0,N,3/20/2022
SKU-SHI-0006,Shirts,XXL,38,49.6,N,3/20/2022
SKU-CRO-0007,Croptops,XS,57,114,N,3/20/2022
SKU-PAN-0008,Pants,M,91,210,N,3/20/2022
SKU-PAN-0009,Pants,XXL,59,147.5,N,3/20/2022
SKU-TSH-0010,Tshirts,XS,36,60,N,3/20/2022
SKU-SHO-0011,Shorts,XXL,97,264.5,N,3/20/2022
SKU-TSH-0012,Tshirts,L,29,66.9,N,3/20/2022
SKU-SHI-0013,Shirts,XS,61,183,N,3/20/2022
SKU-CRO-0014,Croptops,S,26,78,N,3/20/2022
SKU-SHI-0015,Shirts,XXL,121,403.3,N,3/20/2022
SKU-PAN-0016,Pants,XXL,104,346.7,N,3/20/2022
SKU-SHI-0017,Shirts,L,62,206.7,N,3/20/2022
SKU-PAN-0018,Pants,S,103,343.3,N,3/20/2022
SKU-CRO-0019,Croptops,XXL,42,140,N,3/20/2022
SKU-PAN-0020,Pants,XXL,70,262.5,N,3/20/2022
SKU-PAN-0021,Pants,XS,66,220,N,3/20/2022
SKU-PAN-0022,Pants,XS,95,475,N,3/20/2022
SKU-SHO-0023,Shorts,XS,108,462.9,N,3/20/2022
SKU-SHI-0024,Shirts,XXL,45,192.9,N,3/20/2022
SKU-JAC-0025,Jackets,L,71,213,N,3/20/2022
SKU-PAN-0026,Pants,L,78,999,N,3/20/2022
SKU-JAC-0027,Jackets,L,40,600,N,3/20/2022
SKU-PAN-0028,Pants,XL,90,300,N,3/20/2022
SKU-TSH-0029,Tshirts,S,87,522,N,3/20/2022
SKU-CRO-0030,Croptops,XXL,53,397.5,N,3/20/2022
SKU-JAC-0031,Jackets,S,41,410,N,3/20/2022
SKU-TSH-0032,Tshirts,XXL,89,999,N,3/20/2022
SKU-SHO-0033,Shorts,XXL,113,999,N,3/20/2022
SKU-PAN-0034,Pants,XL,59,442.5,N,3/20/2022
SKU-CRO-0035,Croptops,M,42,420,N,3/20/2022
SKU-SHI-0036,Shirts,XS,122,999,N,3/20/2022
SKU-CRO-0037,Croptops,S,111,999,N,3/20/2022
SKU-CRO-0038,Croptops,L,35,131.2,N,3/20/2022
SKU-SHO-0039,Shorts,XL,102,382.5,N,3/20/2022
SKU-SHO-0040,Shorts,L,121,999,N,3/20/2022
SKU-TSH-0041,Tshirts,XXL,120,900,N,3/20/2022
SKU-CRO-0042,Croptops,S,120,999,N,3/20/2022
SKU-CRO-0043,Croptops,M,53,530,N,3/20/2022
SKU-JAC-0044,Jackets,XL,104,999,N,3/20/2022
SKU-SHI-0045,Shirts,XS,104,999,N,3/20/2022
SKU-JAC-0046,Jackets,S,123,999,N,3/20/2022
SKU-PAN-0047,Pants,XS,100,999,N,3/20/2022
SKU-CRO-0048,Croptops,XXL,50,999,N,3/20/2022
SKU-TSH-0049,Tshirts,S,117,877.5,N,3/20/2022
SKU-SHO-0050,Shorts,XXL,111,999,N,3/20/2022
SKU-SHI-0051,Shirts,XL,66,990,N,3/20/2022
SKU-SHI-0052,Shirts,XXL,76,999,N,3/20/2022
SKU-JAC-0053,Jackets,XL,67,999,N,3/20/2022
SKU-SHI-0054,Shirts,XL,74,999,N,3/20/2022
SKU-JAC-0055,Jackets,M,107,999,N,3/20/2022
SKU-SHI-0001,Shirts,XS,0,0,N,3/27/2022
SKU-PAN-0002,Pants,S,0,0,N,3/27/2022
SKU-SHI-0003,Shirts,M,0,0,N,3/27/2022
SKU-TSH-0004,Tshirts,XL,16,13.3,N,3/27/2022
SKU-CRO-0005,Croptops,S,0,0,N,3/27/2022
SKU-SHI-0006,Shirts,M,33,43,N,3/27/2022
SKU-CRO-0007,Croptops,XL,54,101.2,N,3/27/2022
SKU-PAN-0008,Pants,S,88,203.1,N,3/27/2022
SKU-PAN-0009,Pants,XS,55,117.9,N,3/27/2022
SKU-TSH-0010,Tshirts,M,34,60,N,3/27/2022
SKU-SHO-0011,Shorts,XL,94,235,N,3/27/2022
SKU-TSH-0012,Tshirts,XL,25,50,N,3/27/2022
SKU-SHI-0013,Shirts,M,56,120,N,3/27/2022
SKU-CRO-0014,Croptops,XS,22,50.8,N,3/27/2022
SKU-SHI-0015,Shirts,M,120,400,N,3/27/2022
SKU-PAN-0016,Pants,L,101,336.7,N,3/27/2022
SKU-SHI-0017,Shirts,XL,61,228.8,N,3/27/2022
SKU-PAN-0018,Pants,XL,103,386.2,N,3/27/2022
SKU-CRO-0019,Croptops,XXL,42,157.5,N,3/27/2022
SKU-PAN-0020,Pants,XL,69,258.8,N,3/27/2022
SKU-PAN-0021,Pants,M,64,192,N,3/27/2022
SKU-PAN-0022,Pants,M,94,564,N,3/27/2022
SKU-SHO-0023,Shorts,M,107,642,N,3/27/2022
SKU-SHI-0024,Shirts,M,43,161.2,N,3/27/2022
SKU-JAC-0025,Jackets,M,70,210,N,3/27/2022
SKU-PAN-0026,Pants,XL,76,760,N,3/27/2022
SKU-JAC-0027,Jackets,XXL,40,999,N,3/27/2022
SKU-PAN-0028,Pants,L,89,296.7,N,3/27/2022
SKU-TSH-0029,Tshirts,XL,86,430,N,3/27/2022
SKU-CRO-0030,Croptops,M,50,250,N,3/27/2022
SKU-JAC-0031,Jackets,M,40,400,N,3/27/2022
SKU-TSH-0032,Tshirts,S,89,999,N,3/27/2022
SKU-SHO-0033,Shorts,XL,112,999,N,3/27/2022
SKU-PAN-0034,Pants,M,58,435,N,3/27/2022
SKU-CRO-0035,Croptops,S,42,999,N,3/27/2022
SKU-SHI-0036,Shirts,XS,122,999,N,3/27/2022
SKU-CRO-0037,Croptops,L,111,999,N,3/27/2022
SKU-CRO-0038,Croptops,XXL,34,145.7,N,3/27/2022
SKU-SHO-0039,Shorts,L,102,510,N,3/27/2022
SKU-SHO-0040,Shorts,XXL,121,999,N,3/27/2022
SKU-TSH-0041,Tshirts,M,118,708,N,3/27/2022
SKU-CRO-0042,Croptops,M,120,999,N,3/27/2022
SKU-CRO-0043,Croptops,S,53,530,N,3/27/2022
SKU-JAC-0044,Jackets,M,104,999,N,3/27/2022
SKU-SHI-0045,Shirts,M,104,999,N,3/27/2022
SKU-JAC-0046,Jackets,XS,120,999,N,3/27/2022
SKU-PAN-0047,Pants,XS,100,999,N,3/27/2022
SKU-CRO-0048,Croptops,M,50,999,N,3/27/2022
SKU-TSH-0049,Tshirts,S,116,696,N,3/27/2022
SKU-SHO-0050,Shorts,XS,110,999,N,3/27/2022
SKU-SHI-0051,Shirts,S,66,990,N,3/27/2022
SKU-SHI-0052,Shirts,S,75,999,N,3/27/2022
SKU-JAC-0053,Jackets,L,67,999,N,3/27/2022
SKU-SHI-0054,Shirts,XXL,74,999,N,3/27/2022
SKU-JAC-0055,Jackets,S,106,999,N,3/27/2022
SKU-SHI-0001,Shirts,XS,0,0,N,4/3/2022
SKU-PAN-0002,Pants,M,0,0,N,4/3/2022
SKU-SHI-0003,Shirts,L,0,0,N,4/3/2022
SKU-TSH-0004,Tshirts,S,4,2.9,N,4/3/2022
SKU-CRO-0005,Croptops,XL,0,0,N,4/3/2022
SKU-SHI-0006,Shirts,XL,28,36.5,N,4/3/2022
SKU-CRO-0007,Croptops,M,51,117.7,N,4/3/2022
SKU-PAN-0008,Pants,XL,87,217.5,N,4/3/2022
SKU-PAN-0009,Pants,M,51,102,N,4/3/2022
SKU-TSH-0010,Tshirts,XS,31,62,N,4/3/2022
SKU-SHO-0011,Shorts,XS,94,256.4,N,4/3/2022
SKU-TSH-0012,Tshirts,XXL,25,75,N,4/3/2022
SKU-SHI-0013,Shirts,XXL,55,117.9,N,4/3/2022
SKU-CRO-0014,Croptops,XS,18,36,N,4/3/2022
SKU-SHI-0015,Shirts,M,118,393.3,N,4/3/2022
SKU-PAN-0016,Pants,XXL,100,375,N,4/3/2022
SKU-SHI-0017,Shirts,M,59,177,N,4/3/2022
SKU-PAN-0018,Pants,XXL,103,515,N,4/3/2022
SKU-CRO-0019,Croptops,L,40,150,N,4/3/2022
SKU-PAN-0020,Pants,M,68,255,N,4/3/2022
SKU-PAN-0021,Pants,XL,63,270,N,4/3/2022
SKU-PAN-0022,Pants,M,94,940,N,4/3/2022
SKU-SHO-0023,Shorts,S,103,386.2,N,4/3/2022
SKU-SHI-0024,Shirts,M,43,322.5,N,4/3/2022
SKU-JAC-0025,Jackets,XL,66,152.3,N,4/3/2022
SKU-PAN-0026,Pants,S,76,760,N,4/3/2022
SKU-JAC-0027,Jackets,XS,39,585,N,4/3/2022
SKU-PAN-0028,Pants,M,87,237.3,N,4/3/2022
SKU-TSH-0029,Tshirts,L,86,645,N,4/3/2022
SKU-CRO-0030,Croptops,XXL,50,375,N,4/3/2022
SKU-JAC-0031,Jackets,XS,39,390,N,4/3/2022
SKU-TSH-0032,Tshirts,XXL,89,999,N,4/3/2022
SKU-SHO-0033,Shorts,XL,110,825,N,4/3/2022
SKU-PAN-0034,Pants,L,57,427.5,N,4/3/2022
SKU-CRO-0035,Croptops,S,41,999,N,4/3/2022
SKU-SHI-0036,Shirts,XS,121,999,N,4/3/2022
SKU-CRO-0037,Croptops,S,110,999,N,4/3/2022
SKU-CRO-0038,Croptops,L,34,170,N,4/3/2022
SKU-SHO-0039,Shorts,S,102,510,N,4/3/2022
SKU-SHO-0040,Shorts,L,120,999,N,4/3/2022
SKU-TSH-0041,Tshirts,M,118,885,N,4/3/2022
SKU-CRO-0042,Croptops,S,119,999,N,4/3/2022
SKU-CRO-0043,Croptops,L,53,795,N,4/3/2022
SKU-JAC-0044,Jackets,S,104,999,N,4/3/2022
SKU-SHI-0045,Shirts,M,104,999,N,4/3/2022
SKU-JAC-0046,Jackets,XS,119,892.5,N,4/3/2022
SKU-PAN-0047,Pants,M,98,999,N,4/3/2022
SKU-CRO-0048,Croptops,XXL,50,999,N,4/3/2022
SKU-TSH-0049,Tshirts,L,116,696,N,4/3/2022
SKU-SHO-0050,Shorts,XL,110,999,N,4/3/2022
SKU-SHI-0051,Shirts,S,66,999,N,4/3/2022
SKU-SHI-0052,Shirts,XL,74,999,N,4/3/2022
SKU-JAC-0053,Jackets,L,67,999,N,4/3/2022
SKU-SHI-0054,Shirts,M,74,999,N,4/3/2022
SKU-JAC-0055,Jackets,XXL,106,999,N,4/3/2022
SKU-SHI-0001,Shirts,M,0,0,N,4/10/2022
SKU-PAN-0002,Pants,L,0,0,N,4/10/2022
SKU-SHI-0003,Shirts,XXL,0,0,N,4/10/2022
SKU-TSH-0004,Tshirts,XL,0,0,N,4/10/2022
SKU-CRO-0005,Croptops,S,0,0,N,4/10/2022
SKU-SHI-0006,Shirts,XXL,26,37.1,N,4/10/2022
SKU-CRO-0007,Croptops,XS,43,75.9,N,4/10/2022
SKU-PAN-0008,Pants,XXL,84,252,N,4/10/2022
SKU-PAN-0009,Pants,XL,46,81.2,N,4/10/2022
SKU-TSH-0010,Tshirts,XL,25,44.1,N,4/10/2022
SKU-SHO-0011,Shorts,XL,88,188.6,N,4/10/2022
SKU-TSH-0012,Tshirts,L,23,69,N,4/10/2022
SKU-SHI-0013,Shirts,S,55,117.9,N,4/10/2022
SKU-CRO-0014,Croptops,XS,14,24.7,N,4/10/2022
SKU-SHI-0015,Shirts,S,116,386.7,N,4/10/2022
SKU-PAN-0016,Pants,XS,95,259.1,N,4/10/2022
SKU-SHI-0017,Shirts,M,57,142.5,N,4/10/2022
SKU-PAN-0018,Pants,S,101,757.5,N,4/10/2022
SKU-CRO-0019,Croptops,XS,40,240,N,4/10/2022
SKU-PAN-0020,Pants,S,63,171.8,N,4/10/2022
SKU-PAN-0021,Pants,L,63,378,N,4/10/2022
SKU-PAN-0022,Pants,XXL,92,690,N,4/10/2022
SKU-SHO-0023,Shorts,XL,101,336.7,N,4/10/2022
SKU-SHI-0024,Shirts,S,43,322.5,N,4/10/2022
SKU-JAC-0025,Jackets,XL,64,160,N,4/10/2022
SKU-PAN-0026,Pants,S,76,999,N,4/10/2022
SKU-JAC-0027,Jackets,XL,37,277.5,N,4/10/2022
SKU-PAN-0028,Pants,M,85,231.8,N,4/10/2022
SKU-TSH-0029,Tshirts,S,86,999,N,4/10/2022
SKU-CRO-0030,Croptops,L,49,367.5,N,4/10/2022
SKU-JAC-0031,Jackets,XS,39,585,N,4/10/2022
SKU-TSH-0032,Tshirts,XXL,87,999,N,4/10/2022
SKU-SHO-0033,Shorts,S,109,654,N,4/10/2022
SKU-PAN-0034,Pants,S,57,570,N,4/10/2022
SKU-CRO-0035,Croptops,XL,41,999,N,4/10/2022
SKU-SHI-0036,Shirts,XXL,120,999,N,4/10/2022
SKU-CRO-0037,Croptops,XS,109,999,N,4/10/2022
SKU-CRO-0038,Croptops,M,34,204,N,4/10/2022
SKU-SHO-0039,Shorts,XL,102,999,N,4/10/2022
SKU-SHO-0040,Shorts,XXL,119,892.5,N,4/10/2022
SKU-TSH-0041,Tshirts,XL,117,999,N,4/10/2022
SKU-CRO-0042,Croptops,XXL,118,999,N,4/10/2022
SKU-CRO-0043,Croptops,XL,53,795,N,4/10/2022
SKU-JAC-0044,Jackets,M,103,999,N,4/10/2022
SKU-SHI-0045,Shirts,M,104,999,N,4/10/2022
SKU-JAC-0046,Jackets,L,119,892.5,N,4/10/2022
SKU-PAN-0047,Pants,XS,97,970,N,4/10/2022
SKU-CRO-0048,Croptops,L,50,999,N,4/10/2022
SKU-TSH-0049,Tshirts,XL,116,999,N,4/10/2022
SKU-SHO-0050,Shorts,XS,109,999,N,4/10/2022
SKU-SHI-0051,Shirts,M,65,975,N,4/10/2022
SKU-SHI-0052,Shirts,XL,73,730,N,4/10/2022
SKU-JAC-0053,Jackets,XL,65,975,N,4/10/2022
SKU-SHI-0054,Shirts,M,74,999,N,4/10/2022
SKU-JAC-0055,Jackets,XS,106,999,N,4/10/2022
SKU-SHI-0001,Shirts,XS,0,0,N,4/17/2022
SKU-PAN-0002,Pants,XS,0,0,N,4/17/2022
SKU-SHI-0003,Shirts,S,0,0,N,4/17/2022
SKU-TSH-0004,Tshirts,L,0,0,N,4/17/2022
SKU-CRO-0005,Croptops,XL,0,0,N,4/17/2022
SKU-SHI-0006,Shirts,L,15,18,N,4/17/2022
SKU-CRO-0007,Croptops,M,39,61.6,N,4/17/2022
SKU-PAN-0008,Pants,L,81,220.9,N,4/17/2022
SKU-PAN-0009,Pants,L,44,88,N,4/17/2022
SKU-TSH-0010,Tshirts,XXL,22,41.2,N,4/17/2022
SKU-SHO-0011,Shorts,XL,86,234.5,N,4/17/2022
SKU-TSH-0012,Tshirts,L,19,51.8,N,4/17/2022
SKU-SHI-0013,Shirts,M,54,180,N,4/17/2022
SKU-CRO-0014,Croptops,XXL,14,30,N,4/17/2022
SKU-SHI-0015,Shirts,S,113,339,N,4/17/2022
SKU-PAN-0016,Pants,M,92,212.3,N,4/17/2022
SKU-SHI-0017,Shirts,XS,56,210,N,4/17/2022
SKU-PAN-0018,Pants,L,100,750,N,4/17/2022
SKU-CRO-0019,Croptops,XXL,38,285,N,4/17/2022
SKU-PAN-0020,Pants,M,60,180,N,4/17/2022
SKU-PAN-0021,Pants,S,63,630,N,4/17/2022
SKU-PAN-0022,Pants,M,90,540,N,4/17/2022
SKU-SHO-0023,Shorts,XS,98,245,N,4/17/2022
SKU-SHI-0024,Shirts,L,41,307.5,N,4/17/2022
SKU-JAC-0025,Jackets,XS,64,274.3,N,4/17/2022
SKU-PAN-0026,Pants,S,75,750,N,4/17/2022
SKU-JAC-0027,Jackets,M,36,270,N,4/17/2022
SKU-PAN-0028,Pants,XL,84,420,N,4/17/2022
SKU-TSH-0029,Tshirts,L,83,622.5,N,4/17/2022
SKU-CRO-0030,Croptops,S,47,235,N,4/17/2022
SKU-JAC-0031,Jackets,XL,37,277.5,N,4/17/2022
SKU-TSH-0032,Tshirts,L,87,999,N,4/17/2022
SKU-SHO-0033,Shorts,L,109,817.5,N,4/17/2022
SKU-PAN-0034,Pants,XS,56,560,N,4/17/2022
SKU-CRO-0035,Croptops,XXL,38,285,N,4/17/2022
SKU-SHI-0036,Shirts,XXL,119,892.5,N,4/17/2022
SKU-CRO-0037,Croptops,XXL,107,802.5,N,4/17/2022
SKU-CRO-0038,Croptops,S,33,495,N,4/17/2022
SKU-SHO-0039,Shorts,M,102,999,N,4/17/2022
SKU-SHO-0040,Shorts,XL,118,999,N,4/17/2022
SKU-TSH-0041,Tshirts,M,117,999,N,4/17/2022
SKU-CRO-0042,Croptops,L,118,999,N,4/17/2022
