SKU,Vendor,Order_quantity,Cost_per_unit,Order_date,Expected_delivery,Actual_delivery,Lead_time
SKU-SHI-0036,WestCo Garments,40,998,2/2/2025,3/2/2025,3/4/2025,30
SKU-CRO-0042,KnitCraft Studio,52,653,2/2/2025,3/22/2025,3/22/2025,48
SKU-PAN-0047,WestCo Garments,40,959,2/2/2025,3/10/2025,3/11/2025,37
SKU-SHI-0052,StitchWorks India,40,1141,2/2/2025,3/22/2025,3/23/2025,49
SKU-JAC-0053,Apex Fashions,40,1660,2/2/2025,3/28/2025,3/28/2025,54
SKU-PAN-0002,Apex Fashions,203,982,2/9/2025,4/1/2025,4/4/2025,54
SKU-CRO-0007,Apex Fashions,80,818,2/9/2025,4/1/2025,4/1/2025,51
SKU-TSH-0012,UrbanWeave Co.,54,715,2/9/2025,3/14/2025,3/19/2025,38
SKU-SHI-0017,UrbanWeave Co.,72,842,2/9/2025,3/24/2025,3/24/2025,43
SKU-PAN-0021,Apex Fashions,40,1216,2/9/2025,3/18/2025,3/20/2025,39
SKU-SHO-0023,WestCo Garments,44,668,2/9/2025,3/27/2025,4/1/2025,51
SKU-SHI-0024,KnitCraft Studio,45,854,2/9/2025,4/3/2025,4/8/2025,58
SKU-JAC-0025,StitchWorks India,55,1639,2/9/2025,3/12/2025,3/15/2025,34
SKU-TSH-0032,WestCo Garments,60,627,2/9/2025,3/29/2025,3/31/2025,50
SKU-SHO-0040,WestCo Garments,50,711,2/9/2025,4/1/2025,4/4/2025,54
SKU-SHI-0045,UrbanWeave Co.,40,896,2/9/2025,3/12/2025,3/17/2025,36
SKU-CRO-0048,Apex Fashions,50,736,2/9/2025,3/16/2025,3/17/2025,36
SKU-SHI-0003,KnitCraft Studio,139,1004,2/16/2025,3/18/2025,3/18/2025,30
SKU-PAN-0022,KnitCraft Studio,48,1076,2/16/2025,3/18/2025,3/19/2025,31
SKU-CRO-0043,WestCo Garments,40,677,2/16/2025,4/9/2025,4/9/2025,52
SKU-JAC-0044,StitchWorks India,53,1860,2/16/2025,4/1/2025,4/2/2025,45
SKU-TSH-0004,StitchWorks India,97,539,2/23/2025,4/14/2025,4/17/2025,53
SKU-SHI-0006,KnitCraft Studio,64,1097,2/23/2025,4/1/2025,4/4/2025,40
SKU-PAN-0008,StitchWorks India,82,1152,2/23/2025,3/31/2025,4/2/2025,38
SKU-PAN-0009,KnitCraft Studio,68,1008,2/23/2025,4/9/2025,4/14/2025,50
SKU-TSH-0010,WestCo Garments,72,782,2/23/2025,4/18/2025,4/21/2025,57
SKU-SHO-0011,WestCo Garments,40,761,2/23/2025,3/25/2025,3/25/2025,30
SKU-PAN-0016,KnitCraft Studio,61,970,2/23/2025,3/28/2025,3/29/2025,34
SKU-PAN-0018,Apex Fashions,49,1176,2/23/2025,4/10/2025,4/12/2025,48
SKU-PAN-0026,WestCo Garments,40,1332,2/23/2025,3/26/2025,3/28/2025,33
SKU-CRO-0030,WestCo Garments,40,621,2/23/2025,4/7/2025,4/9/2025,45
SKU-CRO-0037,StitchWorks India,62,657,2/23/2025,3/24/2025,3/24/2025,29
SKU-CRO-0038,WestCo Garments,40,1060,2/23/2025,4/13/2025,4/14/2025,50
SKU-SHO-0039,UrbanWeave Co.,40,809,2/23/2025,4/2/2025,4/3/2025,39
SKU-SHI-0051,StitchWorks India,50,928,2/23/2025,4/19/2025,4/20/2025,56
SKU-SHI-0054,KnitCraft Studio,40,963,2/23/2025,3/24/2025,3/26/2025,31
SKU-SHI-0001,UrbanWeave Co.,347,705,3/2/2025,4/23/2025,4/28/2025,57
SKU-CRO-0005,StitchWorks India,67,846,3/2/2025,4/27/2025,4/30/2025,59
SKU-SHI-0013,UrbanWeave Co.,76,1227,3/2/2025,4/20/2025,4/23/2025,52
SKU-CRO-0014,Apex Fashions,47,756,3/2/2025,4/10/2025,4/10/2025,39
SKU-SHI-0015,Apex Fashions,64,940,3/2/2025,4/20/2025,4/25/2025,54
SKU-CRO-0019,StitchWorks India,60,726,3/2/2025,4/9/2025,4/11/2025,40
SKU-PAN-0020,WestCo Garments,68,1163,3/2/2025,4/21/2025,4/26/2025,55
SKU-JAC-0027,StitchWorks India,61,1871,3/2/2025,4/6/2025,4/11/2025,40
SKU-PAN-0028,Apex Fashions,53,1317,3/2/2025,4/9/2025,4/14/2025,43
SKU-TSH-0029,KnitCraft Studio,62,701,3/2/2025,4/16/2025,4/18/2025,47
SKU-JAC-0031,WestCo Garments,40,1800,3/2/2025,4/25/2025,4/25/2025,54
SKU-SHO-0033,KnitCraft Studio,40,758,3/2/2025,4/20/2025,4/25/2025,54
SKU-PAN-0034,UrbanWeave Co.,40,1051,3/2/2025,4/26/2025,4/26/2025,55
SKU-CRO-0035,Apex Fashions,40,721,3/2/2025,4/20/2025,4/20/2025,49
SKU-SHI-0036,WestCo Garments,60,998,3/2/2025,4/27/2025,4/27/2025,56
SKU-CRO-0042,KnitCraft Studio,40,653,3/2/2025,4/18/2025,4/18/2025,47
SKU-SHI-0052,StitchWorks India,40,1141,3/2/2025,4/9/2025,4/10/2025,39
SKU-JAC-0053,Apex Fashions,40,1660,3/2/2025,4/21/2025,4/23/2025,52
SKU-PAN-0002,Apex Fashions,176,982,3/9/2025,4/8/2025,4/13/2025,35
SKU-CRO-0007,Apex Fashions,52,818,3/9/2025,4/11/2025,4/11/2025,33
SKU-TSH-0012,UrbanWeave Co.,46,715,3/9/2025,4/12/2025,4/12/2025,34
SKU-SHI-0017,UrbanWeave Co.,40,842,3/9/2025,4/23/2025,4/25/2025,47
SKU-PAN-0021,Apex Fashions,71,1216,3/9/2025,4/25/2025,4/27/2025,49
SKU-SHO-0023,WestCo Garments,50,668,3/9/2025,4/25/2025,4/28/2025,50
SKU-SHI-0024,KnitCraft Studio,52,854,3/9/2025,4/17/2025,4/17/2025,39
SKU-JAC-0025,StitchWorks India,54,1639,3/9/2025,4/28/2025,4/28/2025,50
SKU-TSH-0032,WestCo Garments,46,627,3/9/2025,4/13/2025,4/16/2025,38
SKU-SHO-0040,WestCo Garments,40,711,3/9/2025,5/1/2025,5/1/2025,53
SKU-SHI-0045,UrbanWeave Co.,40,896,3/9/2025,4/26/2025,4/26/2025,48
SKU-CRO-0048,Apex Fashions,40,736,3/9/2025,4/18/2025,4/20/2025,42
SKU-SHI-0003,KnitCraft Studio,144,1004,3/16/2025,4/30/2025,5/1/2025,46
SKU-PAN-0022,KnitCraft Studio,47,1076,3/16/2025,4/26/2025,4/26/2025,41
SKU-CRO-0043,WestCo Garments,40,677,3/16/2025,4/22/2025,4/22/2025,37
SKU-JAC-0044,StitchWorks India,50,1860,3/16/2025,4/26/2025,5/1/2025,46
SKU-TSH-0004,StitchWorks India,118,539,3/23/2025,4/22/2025,4/25/2025,33
SKU-SHI-0006,KnitCraft Studio,92,1097,3/23/2025,5/10/2025,5/10/2025,48
SKU-PAN-0008,StitchWorks India,88,1152,3/23/2025,5/12/2025,5/17/2025,55
SKU-PAN-0009,KnitCraft Studio,76,1008,3/23/2025,5/15/2025,5/17/2025,55
SKU-TSH-0010,WestCo Garments,60,782,3/23/2025,4/28/2025,4/28/2025,36
SKU-SHO-0011,WestCo Garments,40,761,3/23/2025,5/11/2025,5/11/2025,49
SKU-PAN-0016,KnitCraft Studio,76,970,3/23/2025,4/26/2025,4/26/2025,34
SKU-PAN-0018,Apex Fashions,78,1176,3/23/2025,4/30/2025,4/30/2025,38
SKU-PAN-0026,WestCo Garments,40,1332,3/23/2025,4/25/2025,4/25/2025,33
SKU-CRO-0030,WestCo Garments,52,621,3/23/2025,4/21/2025,4/22/2025,30
SKU-CRO-0037,StitchWorks India,56,657,3/23/2025,5/16/2025,5/18/2025,56
SKU-CRO-0038,WestCo Garments,40,1060,3/23/2025,5/16/2025,5/16/2025,54
SKU-SHO-0039,UrbanWeave Co.,47,809,3/23/2025,5/14/2025,5/16/2025,54
SKU-PAN-0047,WestCo Garments,53,959,3/23/2025,5/4/2025,5/7/2025,45
SKU-SHI-0051,StitchWorks India,48,928,3/23/2025,4/27/2025,4/27/2025,35
SKU-SHI-0054,KnitCraft Studio,52,963,3/23/2025,5/4/2025,5/5/2025,43
SKU-SHI-0001,UrbanWeave Co.,447,705,3/30/2025,5/19/2025,5/24/2025,55
SKU-CRO-0005,StitchWorks India,100,846,3/30/2025,5/23/2025,5/26/2025,57
SKU-SHI-0013,UrbanWeave Co.,40,1227,3/30/2025,5/2/2025,5/5/2025,36
SKU-CRO-0014,Apex Fashions,74,756,3/30/2025,5/21/2025,5/21/2025,52
SKU-SHI-0015,Apex Fashions,44,940,3/30/2025,5/5/2025,5/8/2025,39
SKU-CRO-0019,StitchWorks India,70,726,3/30/2025,5/10/2025,5/13/2025,44
SKU-PAN-0020,WestCo Garments,45,1163,3/30/2025,5/9/2025,5/12/2025,43
SKU-JAC-0027,StitchWorks India,65,1871,3/30/2025,5/14/2025,5/16/2025,47
SKU-PAN-0028,Apex Fashions,50,1317,3/30/2025,5/18/2025,5/20/2025,51
SKU-TSH-0029,KnitCraft Studio,42,701,3/30/2025,5/6/2025,5/6/2025,37
SKU-JAC-0031,WestCo Garments,58,1800,3/30/2025,5/23/2025,5/26/2025,57
SKU-SHO-0033,KnitCraft Studio,40,758,3/30/2025,5/15/2025,5/15/2025,46
SKU-PAN-0034,UrbanWeave Co.,64,1051,3/30/2025,5/4/2025,5/5/2025,36
SKU-CRO-0035,Apex Fashions,44,721,3/30/2025,5/15/2025,5/18/2025,49
SKU-SHI-0036,WestCo Garments,40,998,3/30/2025,5/12/2025,5/12/2025,43
SKU-CRO-0042,KnitCraft Studio,42,653,3/30/2025,5/15/2025,5/17/2025,48
SKU-SHI-0052,StitchWorks India,40,1141,3/30/2025,5/13/2025,5/16/2025,47
SKU-JAC-0053,Apex Fashions,60,1660,3/30/2025,5/10/2025,5/10/2025,41
SKU-PAN-0002,Apex Fashions,253,982,4/6/2025,5/4/2025,5/5/2025,29
SKU-CRO-0007,Apex Fashions,107,818,4/6/2025,5/21/2025,5/22/2025,46
SKU-TSH-0012,UrbanWeave Co.,40,715,4/6/2025,5/7/2025,5/7/2025,31
SKU-SHI-0017,UrbanWeave Co.,51,842,4/6/2025,5/26/2025,5/28/2025,52
SKU-PAN-0021,Apex Fashions,46,1216,4/6/2025,5/25/2025,5/27/2025,51
SKU-SHO-0023,WestCo Garments,58,668,4/6/2025,5/16/2025,5/16/2025,40
SKU-SHI-0024,KnitCraft Studio,56,854,4/6/2025,5/10/2025,5/11/2025,35
SKU-JAC-0025,StitchWorks India,40,1639,4/6/2025,5/12/2025,5/14/2025,38
SKU-TSH-0032,WestCo Garments,72,627,4/6/2025,5/5/2025,5/5/2025,29
SKU-SHO-0040,WestCo Garments,40,711,4/6/2025,5/7/2025,5/7/2025,31
SKU-SHI-0045,UrbanWeave Co.,50,896,4/6/2025,5/26/2025,5/28/2025,52
SKU-CRO-0048,Apex Fashions,60,736,4/6/2025,6/1/2025,6/4/2025,59
SKU-SHI-0003,KnitCraft Studio,189,1004,4/13/2025,6/8/2025,6/13/2025,61
SKU-PAN-0022,KnitCraft Studio,40,1076,4/13/2025,5/19/2025,5/20/2025,37
SKU-CRO-0043,WestCo Garments,49,677,4/13/2025,5/13/2025,5/13/2025,30
SKU-JAC-0044,StitchWorks India,40,1860,4/13/2025,5/11/2025,5/12/2025,29
SKU-TSH-0004,StitchWorks India,122,539,4/20/2025,6/4/2025,6/7/2025,48
SKU-SHI-0006,KnitCraft Studio,116,1097,4/20/2025,6/1/2025,6/1/2025,42
SKU-PAN-0008,StitchWorks India,59,1152,4/20/2025,6/11/2025,6/12/2025,53
SKU-PAN-0009,KnitCraft Studio,48,1008,4/20/2025,5/19/2025,5/21/2025,31
SKU-TSH-0010,WestCo Garments,58,782,4/20/2025,5/27/2025,5/28/2025,38
SKU-SHO-0011,WestCo Garments,42,761,4/20/2025,5/21/2025,5/24/2025,34
SKU-PAN-0016,KnitCraft Studio,40,970,4/20/2025,6/1/2025,6/1/2025,42
SKU-PAN-0018,Apex Fashions,60,1176,4/20/2025,6/3/2025,6/8/2025,49
SKU-PAN-0026,WestCo Garments,70,1332,4/20/2025,5/27/2025,5/29/2025,39
SKU-CRO-0030,WestCo Garments,40,621,4/20/2025,6/2/2025,6/4/2025,45
SKU-CRO-0037,StitchWorks India,40,657,4/20/2025,5/18/2025,5/18/2025,28
SKU-CRO-0038,WestCo Garments,48,1060,4/20/2025,6/3/2025,6/4/2025,45
SKU-SHO-0039,UrbanWeave Co.,42,809,4/20/2025,6/1/2025,6/4/2025,45
SKU-JAC-0046,StitchWorks India,40,1896,4/20/2025,6/4/2025,6/7/2025,48
SKU-PAN-0047,WestCo Garments,40,959,4/20/2025,6/4/2025,6/4/2025,45
SKU-SHI-0051,StitchWorks India,60,928,4/20/2025,6/5/2025,6/5/2025,46
SKU-SHI-0054,KnitCraft Studio,53,963,4/20/2025,6/8/2025,6/8/2025,49
SKU-SHI-0001,UrbanWeave Co.,399,705,4/27/2025,6/4/2025,6/6/2025,40
SKU-CRO-0005,StitchWorks India,110,846,4/27/2025,6/22/2025,6/24/2025,58
SKU-SHI-0013,UrbanWeave Co.,40,1227,4/27/2025,6/2/2025,6/7/2025,41
SKU-CRO-0014,Apex Fashions,48,756,4/27/2025,6/18/2025,6/19/2025,53
SKU-SHI-0015,Apex Fashions,54,940,4/27/2025,6/1/2025,6/2/2025,36
SKU-CRO-0019,StitchWorks India,64,726,4/27/2025,6/16/2025,6/21/2025,55
SKU-PAN-0020,WestCo Garments,40,1163,4/27/2025,6/21/2025,6/23/2025,57
SKU-JAC-0027,StitchWorks India,40,1871,4/27/2025,5/28/2025,5/30/2025,33
SKU-PAN-0028,Apex Fashions,64,1317,4/27/2025,6/8/2025,6/10/2025,44
SKU-TSH-0029,KnitCraft Studio,62,701,4/27/2025,6/4/2025,6/7/2025,41
SKU-JAC-0031,WestCo Garments,64,1800,4/27/2025,6/12/2025,6/12/2025,46
SKU-SHO-0033,KnitCraft Studio,56,758,4/27/2025,6/13/2025,6/14/2025,48
SKU-PAN-0034,UrbanWeave Co.,40,1051,4/27/2025,6/20/2025,6/25/2025,59
SKU-CRO-0035,Apex Fashions,40,721,4/27/2025,6/3/2025,6/8/2025,42
SKU-SHI-0036,WestCo Garments,40,998,4/27/2025,6/16/2025,6/16/2025,50
SKU-CRO-0042,KnitCraft Studio,49,653,4/27/2025,6/3/2025,6/4/2025,38
SKU-SHI-0052,StitchWorks India,40,1141,4/27/2025,6/4/2025,6/6/2025,40
SKU-JAC-0053,Apex Fashions,52,1660,4/27/2025,6/22/2025,6/27/2025,61
SKU-PAN-0002,Apex Fashions,202,982,5/4/2025,6/4/2025,6/6/2025,33
SKU-CRO-0007,Apex Fashions,89,818,5/4/2025,6/18/2025,6/20/2025,47
SKU-TSH-0012,UrbanWeave Co.,77,715,5/4/2025,6/16/2025,6/19/2025,46
SKU-SHI-0017,UrbanWeave Co.,63,842,5/4/2025,6/24/2025,6/26/2025,53
SKU-PAN-0021,Apex Fashions,64,1216,5/4/2025,6/25/2025,6/25/2025,52
SKU-SHO-0023,WestCo Garments,40,668,5/4/2025,6/18/2025,6/18/2025,45
SKU-SHI-0024,KnitCraft Studio,40,854,5/4/2025,6/12/2025,6/12/2025,39
SKU-JAC-0025,StitchWorks India,40,1639,5/4/2025,6/26/2025,6/26/2025,53
SKU-TSH-0032,WestCo Garments,42,627,5/4/2025,6/8/2025,6/13/2025,40
SKU-SHO-0040,WestCo Garments,60,711,5/4/2025,6/10/2025,6/12/2025,39
SKU-SHI-0045,UrbanWeave Co.,50,896,5/4/2025,6/18/2025,6/20/2025,47
SKU-CRO-0048,Apex Fashions,44,736,5/4/2025,6/6/2025,6/7/2025,34
SKU-SHI-0003,KnitCraft Studio,158,1004,5/11/2025,6/15/2025,6/18/2025,38
SKU-PAN-0022,KnitCraft Studio,40,1076,5/11/2025,6/13/2025,6/13/2025,33
SKU-CRO-0043,WestCo Garments,40,677,5/11/2025,6/22/2025,6/22/2025,42
SKU-JAC-0044,StitchWorks India,40,1860,5/11/2025,6/29/2025,6/29/2025,49
SKU-JAC-0055,Apex Fashions,60,1669,5/11/2025,6/22/2025,6/25/2025,45
SKU-TSH-0004,StitchWorks India,106,539,5/18/2025,7/5/2025,7/5/2025,48
SKU-SHI-0006,KnitCraft Studio,105,1097,5/18/2025,7/8/2025,7/10/2025,53
SKU-PAN-0008,StitchWorks India,55,1152,5/18/2025,7/1/2025,7/2/2025,45
SKU-PAN-0009,KnitCraft Studio,85,1008,5/18/2025,6/26/2025,6/26/2025,39
SKU-TSH-0010,WestCo Garments,60,782,5/18/2025,7/5/2025,7/5/2025,48
SKU-SHO-0011,WestCo Garments,74,761,5/18/2025,6/28/2025,7/1/2025,44
SKU-PAN-0016,KnitCraft Studio,65,970,5/18/2025,6/22/2025,6/27/2025,40
SKU-PAN-0018,Apex Fashions,74,1176,5/18/2025,6/29/2025,6/29/2025,42
SKU-PAN-0026,WestCo Garments,40,1332,5/18/2025,7/12/2025,7/12/2025,55
SKU-CRO-0030,WestCo Garments,40,621,5/18/2025,6/27/2025,6/27/2025,40
SKU-CRO-0037,StitchWorks India,40,657,5/18/2025,6/30/2025,6/30/2025,43
SKU-CRO-0038,WestCo Garments,40,1060,5/18/2025,6/22/2025,6/22/2025,35
SKU-SHO-0039,UrbanWeave Co.,40,809,5/18/2025,7/8/2025,7/13/2025,56
SKU-JAC-0046,StitchWorks India,56,1896,5/18/2025,7/4/2025,7/4/2025,47
SKU-PAN-0047,WestCo Garments,40,959,5/18/2025,6/26/2025,6/27/2025,40
SKU-SHI-0051,StitchWorks India,40,928,5/18/2025,7/5/2025,7/8/2025,51
SKU-SHI-0001,UrbanWeave Co.,409,705,5/25/2025,6/29/2025,7/4/2025,40
SKU-CRO-0005,StitchWorks India,120,846,5/25/2025,6/27/2025,6/28/2025,34
SKU-SHI-0013,UrbanWeave Co.,52,1227,5/25/2025,7/17/2025,7/17/2025,53
SKU-CRO-0014,Apex Fashions,63,756,5/25/2025,7/15/2025,7/15/2025,51
SKU-SHI-0015,Apex Fashions,40,940,5/25/2025,6/30/2025,7/5/2025,41
SKU-CRO-0019,StitchWorks India,40,726,5/25/2025,7/14/2025,7/14/2025,50
SKU-PAN-0020,WestCo Garments,40,1163,5/25/2025,7/17/2025,7/22/2025,58
SKU-JAC-0027,StitchWorks India,40,1871,5/25/2025,7/11/2025,7/16/2025,52
SKU-PAN-0028,Apex Fashions,40,1317,5/25/2025,6/25/2025,6/25/2025,31
SKU-TSH-0029,KnitCraft Studio,40,701,5/25/2025,7/1/2025,7/4/2025,40
SKU-JAC-0031,WestCo Garments,71,1800,5/25/2025,7/4/2025,7/4/2025,40
SKU-SHO-0033,KnitCraft Studio,40,758,5/25/2025,7/4/2025,7/6/2025,42
SKU-PAN-0034,UrbanWeave Co.,61,1051,5/25/2025,6/25/2025,6/28/2025,34
SKU-CRO-0035,Apex Fashions,40,721,5/25/2025,6/30/2025,7/1/2025,37
SKU-SHI-0036,WestCo Garments,40,998,5/25/2025,7/10/2025,7/13/2025,49
SKU-CRO-0042,KnitCraft Studio,41,653,5/25/2025,6/23/2025,6/23/2025,29
SKU-SHI-0052,StitchWorks India,40,1141,5/25/2025,6/29/2025,6/30/2025,36
SKU-JAC-0053,Apex Fashions,46,1660,5/25/2025,6/28/2025,7/1/2025,37
SKU-PAN-0002,Apex Fashions,198,982,6/1/2025,7/16/2025,7/21/2025,50
SKU-CRO-0007,Apex Fashions,108,818,6/1/2025,7/5/2025,7/6/2025,35
SKU-TSH-0012,UrbanWeave Co.,54,715,6/1/2025,7/19/2025,7/22/2025,51
SKU-SHI-0017,UrbanWeave Co.,40,842,6/1/2025,7/25/2025,7/26/2025,55
SKU-PAN-0021,Apex Fashions,41,1216,6/1/2025,7/16/2025,7/21/2025,50
SKU-SHO-0023,WestCo Garments,52,668,6/1/2025,7/20/2025,7/25/2025,54
SKU-SHI-0024,KnitCraft Studio,62,854,6/1/2025,7/1/2025,7/1/2025,30
SKU-JAC-0025,StitchWorks India,40,1639,6/1/2025,7/6/2025,7/6/2025,35
SKU-TSH-0032,WestCo Garments,52,627,6/1/2025,7/21/2025,7/23/2025,52
SKU-SHO-0040,WestCo Garments,40,711,6/1/2025,7/13/2025,7/16/2025,45
SKU-SHI-0045,UrbanWeave Co.,40,896,6/1/2025,7/5/2025,7/5/2025,34
SKU-CRO-0048,Apex Fashions,40,736,6/1/2025,7/12/2025,7/15/2025,44
SKU-SHI-0003,KnitCraft Studio,146,1004,6/8/2025,7/11/2025,7/13/2025,35
SKU-PAN-0022,KnitCraft Studio,46,1076,6/8/2025,7/29/2025,8/3/2025,56
SKU-CRO-0043,WestCo Garments,56,677,6/8/2025,7/24/2025,7/27/2025,49
SKU-JAC-0044,StitchWorks India,40,1860,6/8/2025,7/13/2025,7/15/2025,37
SKU-SHO-0050,UrbanWeave Co.,40,722,6/8/2025,7/16/2025,7/16/2025,38
SKU-SHI-0054,KnitCraft Studio,50,963,6/8/2025,7/24/2025,7/25/2025,47
SKU-TSH-0004,StitchWorks India,104,539,6/15/2025,7/26/2025,7/27/2025,42
SKU-SHI-0006,KnitCraft Studio,76,1097,6/15/2025,7/25/2025,7/25/2025,40
SKU-PAN-0008,StitchWorks India,86,1152,6/15/2025,8/6/2025,8/6/2025,52
SKU-PAN-0009,KnitCraft Studio,48,1008,6/15/2025,7/16/2025,7/21/2025,36
SKU-TSH-0010,WestCo Garments,78,782,6/15/2025,7/17/2025,7/17/2025,32
SKU-SHO-0011,WestCo Garments,40,761,6/15/2025,8/3/2025,8/8/2025,54
SKU-PAN-0016,KnitCraft Studio,40,970,6/15/2025,8/10/2025,8/10/2025,56
SKU-PAN-0018,Apex Fashions,40,1176,6/15/2025,8/5/2025,8/5/2025,51
SKU-PAN-0026,WestCo Garments,40,1332,6/15/2025,7/24/2025,7/24/2025,39
SKU-CRO-0030,WestCo Garments,40,621,6/15/2025,7/23/2025,7/28/2025,43
SKU-CRO-0037,StitchWorks India,44,657,6/15/2025,8/5/2025,8/7/2025,53
SKU-CRO-0038,WestCo Garments,40,1060,6/15/2025,7/19/2025,7/21/2025,36
SKU-SHO-0039,UrbanWeave Co.,49,809,6/15/2025,8/9/2025,8/10/2025,56
SKU-JAC-0046,StitchWorks India,40,1896,6/15/2025,7/29/2025,7/31/2025,46
SKU-PAN-0047,WestCo Garments,40,959,6/15/2025,7/17/2025,7/22/2025,37
SKU-SHI-0051,StitchWorks India,44,928,6/15/2025,7/21/2025,7/26/2025,41
SKU-SHI-0001,UrbanWeave Co.,304,705,6/22/2025,7/20/2025,7/20/2025,28
SKU-CRO-0005,StitchWorks India,70,846,6/22/2025,7/23/2025,7/25/2025,33
SKU-SHI-0013,UrbanWeave Co.,40,1227,6/22/2025,8/2/2025,8/2/2025,41
SKU-CRO-0014,Apex Fashions,60,756,6/22/2025,8/3/2025,8/5/2025,44
SKU-SHI-0015,Apex Fashions,70,940,6/22/2025,8/16/2025,8/16/2025,55
SKU-CRO-0019,StitchWorks India,40,726,6/22/2025,7/20/2025,7/25/2025,33
SKU-PAN-0020,WestCo Garments,52,1163,6/22/2025,8/1/2025,8/3/2025,42
SKU-JAC-0027,StitchWorks India,66,1871,6/22/2025,8/11/2025,8/11/2025,50
SKU-PAN-0028,Apex Fashions,52,1317,6/22/2025,8/9/2025,8/9/2025,48
SKU-TSH-0029,KnitCraft Studio,51,701,6/22/2025,8/14/2025,8/14/2025,53
SKU-JAC-0031,WestCo Garments,40,1800,6/22/2025,8/11/2025,8/11/2025,50
SKU-SHO-0033,KnitCraft Studio,56,758,6/22/2025,8/4/2025,8/4/2025,43
SKU-PAN-0034,UrbanWeave Co.,40,1051,6/22/2025,7/24/2025,7/26/2025,34
SKU-CRO-0035,Apex Fashions,40,721,6/22/2025,7/28/2025,8/2/2025,41
SKU-SHI-0036,WestCo Garments,42,998,6/22/2025,8/10/2025,8/10/2025,49
SKU-CRO-0042,KnitCraft Studio,40,653,6/22/2025,8/4/2025,8/5/2025,44
SKU-SHI-0052,StitchWorks India,48,1141,6/22/2025,8/3/2025,8/6/2025,45
SKU-JAC-0053,Apex Fashions,40,1660,6/22/2025,8/16/2025,8/17/2025,56
SKU-PAN-0002,Apex Fashions,168,982,6/29/2025,8/23/2025,8/26/2025,58
SKU-CRO-0007,Apex Fashions,92,818,6/29/2025,8/9/2025,8/11/2025,43
SKU-TSH-0012,UrbanWeave Co.,54,715,6/29/2025,8/24/2025,8/24/2025,56
SKU-SHI-0017,UrbanWeave Co.,58,842,6/29/2025,8/2/2025,8/2/2025,34
SKU-PAN-0021,Apex Fashions,44,1216,6/29/2025,8/17/2025,8/18/2025,50
SKU-SHO-0023,WestCo Garments,40,668,6/29/2025,8/24/2025,8/25/2025,57
SKU-SHI-0024,KnitCraft Studio,40,854,6/29/2025,8/15/2025,8/16/2025,48
SKU-JAC-0025,StitchWorks India,40,1639,6/29/2025,8/20/2025,8/22/2025,54
SKU-TSH-0032,WestCo Garments,40,627,6/29/2025,7/28/2025,8/2/2025,34
SKU-SHO-0040,WestCo Garments,46,711,6/29/2025,8/6/2025,8/6/2025,38
SKU-SHI-0045,UrbanWeave Co.,43,896,6/29/2025,8/14/2025,8/14/2025,46
SKU-CRO-0048,Apex Fashions,40,736,6/29/2025,7/29/2025,8/1/2025,33
SKU-SHI-0003,KnitCraft Studio,105,1004,7/6/2025,8/8/2025,8/11/2025,36
SKU-PAN-0022,KnitCraft Studio,40,1076,7/6/2025,8/20/2025,8/22/2025,47
SKU-CRO-0043,WestCo Garments,52,677,7/6/2025,8/19/2025,8/20/2025,45
SKU-JAC-0044,StitchWorks India,56,1860,7/6/2025,8/10/2025,8/13/2025,38
SKU-TSH-0049,Apex Fashions,48,559,7/6/2025,8/14/2025,8/14/2025,39
SKU-SHO-0050,UrbanWeave Co.,48,722,7/6/2025,8/5/2025,8/8/2025,33
SKU-SHI-0054,KnitCraft Studio,40,963,7/6/2025,8/22/2025,8/23/2025,48
SKU-TSH-0004,StitchWorks India,124,539,7/13/2025,9/4/2025,9/4/2025,53
SKU-SHI-0006,KnitCraft Studio,69,1097,7/13/2025,8/22/2025,8/24/2025,42
SKU-PAN-0008,StitchWorks India,43,1152,7/13/2025,8/20/2025,8/20/2025,38
SKU-PAN-0009,KnitCraft Studio,60,1008,7/13/2025,8/18/2025,8/21/2025,39
SKU-TSH-0010,WestCo Garments,54,782,7/13/2025,8/12/2025,8/15/2025,33
SKU-SHO-0011,WestCo Garments,75,761,7/13/2025,9/6/2025,9/11/2025,60
SKU-PAN-0016,KnitCraft Studio,68,970,7/13/2025,8/29/2025,9/1/2025,50
SKU-PAN-0018,Apex Fashions,58,1176,7/13/2025,8/22/2025,8/23/2025,41
SKU-PAN-0026,WestCo Garments,49,1332,7/13/2025,8/25/2025,8/25/2025,43
SKU-CRO-0030,WestCo Garments,54,621,7/13/2025,8/20/2025,8/25/2025,43
SKU-CRO-0037,StitchWorks India,50,657,7/13/2025,8/26/2025,8/26/2025,44
SKU-CRO-0038,WestCo Garments,40,1060,7/13/2025,8/10/2025,8/15/2025,33
SKU-SHO-0039,UrbanWeave Co.,48,809,7/13/2025,8/16/2025,8/19/2025,37
SKU-JAC-0046,StitchWorks India,60,1896,7/13/2025,8/31/2025,8/31/2025,49
SKU-PAN-0047,WestCo Garments,62,959,7/13/2025,9/4/2025,9/4/2025,53
SKU-SHI-0051,StitchWorks India,44,928,7/13/2025,8/10/2025,8/12/2025,30
SKU-JAC-0055,Apex Fashions,40,1669,7/13/2025,9/2/2025,9/4/2025,53
SKU-SHI-0001,UrbanWeave Co.,296,705,7/20/2025,9/5/2025,9/5/2025,47
