Order ID,Customer_ID,Order_date,Product,Order_value_gross,Order value_net,Discount_applied ,Payment_mode,Shipping_city,Pincode,First order_vs_repeat,Channel source_last_touch,Delivered_Returned_RTO
ORD-20220114-000205,CUST-0008509,1/14/2022,Mixed Cart,2113,1795,15.10%,Card,Dehradun,481043,First,Instagram DM,Delivered
ORD-20220114-000206,CUST-0019970,1/14/2022,Single item,2632,2030,22.90%,UPI,Bengaluru,312958,First,Meta,Delivered
ORD-20220114-000207,CUST-0013587,1/14/2022,Mixed Cart,2176,1671,23.20%,Card,Hyderabad,697639,First,Meta,Delivered
ORD-20220114-000208,CUST-0020183,1/14/2022,Mixed Cart,2078,1578,24.10%,Card,Bengaluru,116430,First,Meta,Delivered
ORD-20220115-000209,CUST-0023623,1/15/2022,2-item cart,2028,1721,15.10%,COD,Ludhiana,612382,First,Instagram DM,Delivered
ORD-20220115-000210,CUST-0017596,1/15/2022,Mixed Cart,2088,1879,10.00%,Wallet,Ahmedabad,544062,First,Instagram DM,Delivered
ORD-20220115-000211,CUST-0000614,1/15/2022,2-item cart,1871,1583,15.40%,UPI,Kochi,480772,First,Meta,Delivered
ORD-20220115-000212,CUST-0018710,1/15/2022,2-item cart,2239,1858,17.00%,Card,Delhi,232521,First,Influencer,Delivered
ORD-20220115-000213,CUST-0016288,1/15/2022,Single item,2096,1652,21.20%,COD,Hyderabad,427330,First,Meta,Returned
ORD-20220115-000214,CUST-0022724,1/15/2022,Mixed Cart,1839,1454,20.90%,UPI,Ahmedabad,634345,First,Meta,Delivered
ORD-20220115-000215,CUST-0002875,1/15/2022,2-item cart,2671,2125,20.40%,UPI,Dehradun,651219,First,Meta,Delivered
ORD-20220115-000216,CUST-0000135,1/15/2022,Single item,2454,1873,23.70%,UPI,Mumbai,733156,First,Meta,Delivered
ORD-20220115-000217,CUST-0000737,1/15/2022,2-item cart,1935,1550,19.90%,Card,Bengaluru,330040,First,Meta,Returned
ORD-20220115-000218,CUST-0020116,1/15/2022,Mixed Cart,2169,1882,13.30%,UPI,Pune,763206,First,Meta,Delivered
ORD-20220115-000219,CUST-0026346,1/15/2022,Single item,2094,1690,19.30%,UPI,Delhi,184704,First,Organic Instagram,Delivered
ORD-20220115-000220,CUST-0001654,1/15/2022,Mixed Cart,2372,1850,22.00%,UPI,Mumbai,557182,First,Influencer,Delivered
ORD-20220115-000221,CUST-0011654,1/15/2022,2-item cart,1920,1458,24.10%,UPI,Patna,813459,First,Meta,Delivered
ORD-20220115-000222,CUST-0022892,1/15/2022,Single item,2200,1778,19.20%,Card,Ahmedabad,827728,First,Influencer,Delivered
ORD-20220115-000223,CUST-0011910,1/15/2022,2-item cart,2106,1713,18.70%,Card,Vadodara,807493,First,Organic Instagram,Returned
ORD-20220115-000224,CUST-0024240,1/15/2022,Mixed Cart,2238,1840,17.80%,Card,Pune,475550,First,Meta,Returned
ORD-20220115-000225,CUST-0002325,1/15/2022,Single item,2113,1669,21.00%,COD,Lucknow,530287,First,Meta,Returned
ORD-20220115-000226,CUST-0026671,1/15/2022,Single item,2479,1828,26.30%,Card,Kolkata,566502,First,Meta,Delivered
ORD-20220115-000227,CUST-0023328,1/15/2022,2-item cart,2281,1754,23.10%,Card,Ahmedabad,730929,First,Meta,RTO
ORD-20220115-000228,CUST-0019389,1/15/2022,Single item,2762,2101,23.90%,Card,Surat,507317,First,Google,RTO
ORD-20220115-000229,CUST-0024740,1/15/2022,Mixed Cart,1800,1350,25.00%,Card,Mumbai,263853,First,Meta,Returned
ORD-20220115-000230,CUST-0001350,1/15/2022,2-item cart,2697,2175,19.30%,UPI,Indore,822570,First,Email/SMS,Delivered
ORD-20220116-000231,CUST-0016726,1/16/2022,Single item,2291,1799,21.50%,Card,Pune,418475,First,Organic Instagram,Delivered
ORD-20220116-000232,CUST-0003595,1/16/2022,Mixed Cart,2065,1514,26.60%,COD,Mysuru,356669,First,Google,Delivered
ORD-20220116-000233,CUST-0006922,1/16/2022,2-item cart,2014,1674,16.90%,Card,Ahmedabad,307371,First,Organic Instagram,Delivered
ORD-20220116-000234,CUST-0004401,1/16/2022,Single item,1853,1668,10.00%,UPI,Chandigarh,260991,First,Google,Delivered
ORD-20220116-000235,CUST-0014944,1/16/2022,2-item cart,1800,1424,20.90%,Wallet,Kochi,556384,First,Meta,Delivered
ORD-20220116-000236,CUST-0007120,1/16/2022,Mixed Cart,2303,1970,14.50%,UPI,Jaipur,358251,First,Meta,Delivered
ORD-20220116-000237,CUST-0023098,1/16/2022,2-item cart,1800,1533,14.80%,UPI,Indore,193953,First,Influencer,Delivered
ORD-20220116-000238,CUST-0019991,1/16/2022,Mixed Cart,2090,1781,14.80%,UPI,Ahmedabad,805979,First,Offline (Friends/Family),Delivered
ORD-20220116-000239,CUST-0017532,1/16/2022,2-item cart,2187,1818,16.90%,COD,Ahmedabad,647567,First,Instagram DM,Returned
ORD-20220116-000240,CUST-0023624,1/16/2022,Mixed Cart,2000,1613,19.40%,Wallet,Noida,701089,First,Google,Delivered
ORD-20220116-000241,CUST-0020458,1/16/2022,Single item,1854,1491,19.60%,UPI,Ahmedabad,242982,First,Organic Instagram,Returned
ORD-20220116-000242,CUST-0000466,1/16/2022,Single item,1800,1491,17.20%,COD,Surat,730516,First,Google,Delivered
ORD-20220116-000243,CUST-0005925,1/16/2022,Single item,2133,1736,18.60%,COD,Mysuru,469503,First,Offline (Friends/Family),Delivered
ORD-20220116-000244,CUST-0025244,1/16/2022,Single item,2285,1792,21.60%,Card,Coimbatore,778546,First,Google,Delivered
ORD-20220116-000245,CUST-0001722,1/16/2022,Single item,2130,1820,14.60%,UPI,Chennai,426007,First,Email/SMS,Delivered
ORD-20220116-000246,CUST-0008606,1/16/2022,2-item cart,2004,1803,10.00%,UPI,Mysuru,122440,First,Influencer,Delivered
ORD-20220116-000247,CUST-0019462,1/16/2022,2-item cart,2274,1899,16.50%,Card,Rajkot,562761,First,Google,Returned
ORD-20220116-000248,CUST-0019143,1/16/2022,2-item cart,2473,2015,18.50%,Card,Gurgaon,363543,First,Google,Returned
ORD-20220116-000249,CUST-0000347,1/16/2022,2-item cart,1800,1503,16.50%,Card,Bhubaneswar,122543,First,Google,Delivered
ORD-20220117-000250,CUST-0001116,1/17/2022,Mixed Cart,2097,1887,10.00%,UPI,Mumbai,733000,First,Influencer,Delivered
ORD-20220117-000251,CUST-0007120,1/17/2022,Mixed Cart,1800,1350,25.00%,UPI,Chandigarh,789379,First,Email/SMS,Delivered
ORD-20220117-000252,CUST-0002482,1/17/2022,2-item cart,1800,1406,21.90%,Card,Ludhiana,399810,First,Influencer,Delivered
ORD-20220117-000253,CUST-0026348,1/17/2022,Single item,2376,1906,19.80%,UPI,Chennai,172977,First,Influencer,Returned
ORD-20220117-000254,CUST-0005848,1/17/2022,2-item cart,2274,1757,22.80%,Card,Mumbai,676894,First,Meta,Delivered
ORD-20220117-000255,CUST-0015723,1/17/2022,Single item,2196,1763,19.70%,Card,Delhi,577542,First,Google,Delivered
ORD-20220117-000256,CUST-0022940,1/17/2022,2-item cart,1800,1360,24.40%,UPI,Chennai,113884,First,Email/SMS,Delivered
ORD-20220117-000257,CUST-0025736,1/17/2022,Mixed Cart,2100,1572,25.10%,UPI,Delhi,513098,First,Offline (Friends/Family),Delivered
ORD-20220117-000258,CUST-0009924,1/17/2022,Single item,2498,2159,13.60%,Card,Nagpur,788507,First,Google,Delivered
ORD-20220117-000259,CUST-0021227,1/17/2022,Single item,2222,1979,11.00%,UPI,Lucknow,512825,First,Meta,Delivered
ORD-20220117-000260,CUST-0020736,1/17/2022,2-item cart,1981,1783,10.00%,Card,Delhi,147433,First,Influencer,Delivered
ORD-20220117-000261,CUST-0010084,1/17/2022,2-item cart,2453,2064,15.90%,Card,Ranchi,581133,First,Offline (Friends/Family),Returned
ORD-20220117-000262,CUST-0006937,1/17/2022,Mixed Cart,1886,1489,21.10%,COD,Coimbatore,590637,First,Instagram DM,Delivered
ORD-20220117-000263,CUST-0022172,1/17/2022,Mixed Cart,1885,1696,10.00%,UPI,Chandigarh,604110,First,Instagram DM,Returned
ORD-20220117-000264,CUST-0010071,1/17/2022,Single item,2303,2072,10.00%,COD,Mumbai,750917,First,Google,Delivered
ORD-20220117-000265,CUST-0007228,1/17/2022,2-item cart,1800,1398,22.30%,UPI,Delhi,463730,First,Email/SMS,Delivered
ORD-20220117-000266,CUST-0010538,1/17/2022,Single item,2314,1887,18.40%,COD,Gurgaon,157801,First,Meta,Returned
ORD-20220117-000267,CUST-0018135,1/17/2022,Mixed Cart,1970,1537,22.00%,UPI,Delhi,720257,First,Meta,Delivered
ORD-20220117-000268,CUST-0011820,1/17/2022,Mixed Cart,1937,1493,22.90%,UPI,Mumbai,203472,First,Google,Returned
ORD-20220117-000269,CUST-0004159,1/17/2022,Mixed Cart,1851,1481,20.00%,UPI,Chandigarh,658497,First,Meta,Returned
ORD-20220117-000270,CUST-0020056,1/17/2022,Single item,1800,1464,18.70%,NetBanking,Nagpur,425831,First,Meta,Returned
ORD-20220117-000271,CUST-0024941,1/17/2022,Single item,2198,1868,15.00%,NetBanking,Jaipur,596766,First,Google,Returned
ORD-20220117-000272,CUST-0015546,1/17/2022,2-item cart,2612,2041,21.90%,Card,Pune,155210,First,Meta,Returned
ORD-20220117-000273,CUST-0014849,1/17/2022,Single item,2085,1848,11.40%,UPI,Noida,673464,First,Influencer,Delivered
ORD-20220117-000274,CUST-0019422,1/17/2022,Single item,2079,1681,19.20%,Card,Chennai,819732,First,Meta,Returned
ORD-20220117-000275,CUST-0006553,1/17/2022,Single item,1877,1650,12.10%,UPI,Delhi,603870,First,Meta,Delivered
ORD-20220117-000276,CUST-0004470,1/17/2022,Mixed Cart,2429,1920,20.90%,Card,Delhi,486010,First,Offline (Friends/Family),Returned
ORD-20220118-000277,CUST-0015663,1/18/2022,Mixed Cart,1800,1488,17.30%,Card,Chennai,470266,First,Meta,Returned
ORD-20220118-000278,CUST-0018113,1/18/2022,2-item cart,2486,2237,10.00%,COD,Mumbai,657115,First,Email/SMS,Delivered
ORD-20220118-000279,CUST-0008083,1/18/2022,Mixed Cart,2678,2238,16.40%,UPI,Kolkata,343211,First,Google,Returned
ORD-20220118-000280,CUST-0012206,1/18/2022,Single item,2042,1810,11.40%,COD,Jaipur,556377,First,Meta,Delivered
ORD-20220118-000281,CUST-0023619,1/18/2022,Single item,1925,1732,10.00%,UPI,Bhopal,338597,First,Meta,Delivered
ORD-20220118-000282,CUST-0023046,1/18/2022,Mixed Cart,2103,1645,21.80%,Card,Indore,722012,First,Meta,Delivered
ORD-20220118-000283,CUST-0020540,1/18/2022,Single item,2083,1849,11.20%,Card,Nagpur,767777,First,Organic Instagram,Returned
ORD-20220118-000284,CUST-0020071,1/18/2022,Single item,2551,1860,27.10%,Card,Gurgaon,827924,First,Organic Instagram,Delivered
ORD-20220118-000285,CUST-0001690,1/18/2022,Mixed Cart,2005,1750,12.70%,UPI,Hyderabad,759209,First,Meta,Delivered
ORD-20220118-000286,CUST-0004536,1/18/2022,Mixed Cart,1800,1470,18.30%,NetBanking,Delhi,229074,First,Influencer,Delivered
ORD-20220118-000287,CUST-0010501,1/18/2022,2-item cart,2160,1533,29.00%,UPI,Bengaluru,823270,First,Meta,Delivered
ORD-20220118-000288,CUST-0015407,1/18/2022,Mixed Cart,1800,1444,19.80%,COD,Kochi,668740,First,Meta,Delivered
ORD-20220118-000289,CUST-0018687,1/18/2022,Single item,2712,1994,26.50%,Wallet,Mumbai,519661,First,Meta,Delivered
ORD-20220118-000290,CUST-0016264,1/18/2022,Single item,1866,1585,15.00%,UPI,Delhi,767747,First,Meta,Delivered
ORD-20220118-000291,CUST-0021126,1/18/2022,Mixed Cart,2134,1506,29.40%,UPI,Delhi,133108,First,Meta,Delivered
ORD-20220118-000292,CUST-0021170,1/18/2022,2-item cart,2025,1538,24.00%,COD,Ahmedabad,808200,First,Organic Instagram,Delivered
ORD-20220118-000293,CUST-0005628,1/18/2022,2-item cart,2165,1789,17.30%,COD,Delhi,499968,First,Offline (Friends/Family),RTO
ORD-20220118-000294,CUST-0005269,1/18/2022,Single item,2100,1708,18.70%,COD,Bengaluru,293878,First,Influencer,Delivered
ORD-20220118-000295,CUST-0002421,1/18/2022,2-item cart,2380,1899,20.20%,Card,Kolkata,497630,First,Google,RTO
ORD-20220118-000296,CUST-0005328,1/18/2022,2-item cart,2567,2052,20.00%,Card,Pune,136136,First,Google,Returned
ORD-20220118-000297,CUST-0017897,1/18/2022,Mixed Cart,2347,1754,25.30%,NetBanking,Bengaluru,419914,First,Meta,Delivered
ORD-20220118-000298,CUST-0014487,1/18/2022,2-item cart,2596,1817,30.00%,UPI,Pune,612249,First,Instagram DM,Delivered
ORD-20220119-000299,CUST-0014614,1/19/2022,2-item cart,2391,1956,18.20%,UPI,Bengaluru,747693,First,Google,Returned
ORD-20220119-000300,CUST-0014597,1/19/2022,Mixed Cart,2453,1885,23.10%,Card,Rajkot,646649,First,Google,Delivered
ORD-20220119-000301,CUST-0004848,1/19/2022,2-item cart,2438,1896,22.20%,COD,Kolkata,514869,First,Meta,Delivered
ORD-20220119-000302,CUST-0001436,1/19/2022,2-item cart,2417,1992,17.60%,Card,Dehradun,574000,First,Influencer,Delivered
ORD-20220119-000303,CUST-0011794,1/19/2022,Single item,2510,2142,14.70%,Card,Pune,427961,First,Organic Instagram,Delivered
ORD-20220119-000304,CUST-0005663,1/19/2022,Single item,2490,1978,20.50%,Card,Bengaluru,293389,First,Influencer,Delivered
ORD-20220119-000305,CUST-0018150,1/19/2022,2-item cart,2144,1929,10.00%,Card,Bhubaneswar,426663,First,Meta,Delivered
ORD-20220119-000306,CUST-0008212,1/19/2022,2-item cart,2293,1905,16.90%,UPI,Chandigarh,777483,First,Google,Delivered
ORD-20220119-000307,CUST-0008020,1/19/2022,Mixed Cart,2384,1948,18.30%,UPI,Noida,627001,First,Offline (Friends/Family),Delivered
ORD-20220119-000308,CUST-0020579,1/19/2022,2-item cart,2228,1703,23.60%,Card,Ranchi,235393,First,Influencer,RTO
ORD-20220119-000309,CUST-0004588,1/19/2022,2-item cart,2972,2299,22.70%,COD,Pune,281242,First,Meta,Delivered
ORD-20220120-000310,CUST-0002518,1/20/2022,2-item cart,2695,2142,20.50%,Card,Noida,302149,First,Google,Returned
ORD-20220120-000311,CUST-0026211,1/20/2022,Single item,2867,2101,26.70%,UPI,Kochi,831784,First,Google,Delivered
ORD-20220120-000312,CUST-0025520,1/20/2022,Single item,2190,1761,19.60%,Card,Hyderabad,280949,First,Meta,Returned
ORD-20220120-000313,CUST-0017225,1/20/2022,Single item,2213,1641,25.80%,COD,Vadodara,229503,First,Organic Instagram,Returned
ORD-20220120-000314,CUST-0011881,1/20/2022,2-item cart,2203,1795,18.50%,UPI,Kolkata,736681,First,Email/SMS,Returned
ORD-20220120-000315,CUST-0018252,1/20/2022,2-item cart,1800,1583,12.10%,COD,Pune,347581,First,Meta,Delivered
ORD-20220120-000316,CUST-0021748,1/20/2022,Mixed Cart,2165,1761,18.60%,COD,Noida,154583,First,Meta,Delivered
ORD-20220120-000317,CUST-0001419,1/20/2022,Single item,2207,1706,22.70%,UPI,Coimbatore,211192,First,Email/SMS,Returned
ORD-20220120-000318,CUST-0016739,1/20/2022,Mixed Cart,2404,1816,24.50%,COD,Rajkot,717914,First,Meta,Delivered
ORD-20220120-000319,CUST-0003248,1/20/2022,Mixed Cart,2000,1800,10.00%,COD,Noida,664528,First,Meta,Returned
ORD-20220120-000320,CUST-0016522,1/20/2022,2-item cart,1800,1609,10.60%,COD,Ahmedabad,728011,First,Influencer,Returned
ORD-20220120-000321,CUST-0013356,1/20/2022,2-item cart,2163,1760,18.60%,UPI,Dehradun,239621,First,Google,Delivered
ORD-20220120-000322,CUST-0002696,1/20/2022,2-item cart,1847,1552,16.00%,UPI,Pune,407389,First,Influencer,Delivered
ORD-20220120-000323,CUST-0014024,1/20/2022,Mixed Cart,1953,1437,26.40%,UPI,Mumbai,608784,First,Instagram DM,RTO
ORD-20220120-000324,CUST-0017127,1/20/2022,Mixed Cart,1800,1479,17.80%,Card,Mumbai,260332,First,Influencer,Delivered
ORD-20220120-000325,CUST-0011097,1/20/2022,2-item cart,2626,1865,29.00%,UPI,Visakhapatnam,533928,First,Influencer,Delivered
ORD-20220120-000326,CUST-0008945,1/20/2022,2-item cart,1990,1627,18.30%,COD,Patna,529678,First,Influencer,Delivered
ORD-20220120-000327,CUST-0003541,1/20/2022,Single item,2375,2138,10.00%,UPI,Ahmedabad,352035,First,Meta,RTO
ORD-20220120-000328,CUST-0005869,1/20/2022,Mixed Cart,2591,2191,15.40%,Card,Kochi,270156,First,Google,Delivered
ORD-20220120-000329,CUST-0015271,1/20/2022,Mixed Cart,1816,1635,10.00%,UPI,Coimbatore,624065,First,Google,Delivered
ORD-20220120-000330,CUST-0003993,1/20/2022,Single item,1800,1464,18.70%,Wallet,Pune,581981,First,Meta,Delivered
ORD-20220120-000331,CUST-0009931,1/20/2022,Single item,2423,1830,24.50%,Wallet,Pune,561602,First,Influencer,Delivered
ORD-20220120-000332,CUST-0022459,1/20/2022,2-item cart,2215,1829,17.40%,Card,Ahmedabad,699568,First,Google,Delivered
ORD-20220121-000333,CUST-0025116,1/21/2022,Mixed Cart,2360,1817,23.00%,NetBanking,Bengaluru,139515,First,Meta,Delivered
ORD-20220121-000334,CUST-0011183,1/21/2022,Single item,2239,1594,28.80%,Card,Kolkata,484726,First,Meta,Returned
ORD-20220121-000335,CUST-0002989,1/21/2022,Mixed Cart,1858,1672,10.00%,UPI,Bengaluru,463994,First,Google,RTO
ORD-20220121-000336,CUST-0013801,1/21/2022,2-item cart,2192,1654,24.50%,UPI,Kochi,726552,First,Meta,Delivered
ORD-20220121-000337,CUST-0022639,1/21/2022,2-item cart,2211,1835,17.00%,Card,Hyderabad,637192,First,Influencer,Returned
ORD-20220121-000338,CUST-0025794,1/21/2022,2-item cart,2142,1845,13.90%,UPI,Visakhapatnam,334480,First,Meta,Delivered
ORD-20220121-000339,CUST-0003014,1/21/2022,2-item cart,2233,1938,13.20%,COD,Indore,730616,First,Meta,Delivered
ORD-20220121-000340,CUST-0021350,1/21/2022,2-item cart,2338,2104,10.00%,COD,Jaipur,424478,First,Google,Returned
ORD-20220121-000341,CUST-0025017,1/21/2022,Single item,1800,1490,17.20%,Card,Nashik,768343,First,Organic Instagram,Delivered
ORD-20220121-000342,CUST-0008780,1/21/2022,Mixed Cart,2462,1877,23.80%,Wallet,Lucknow,754269,First,Organic Instagram,Delivered
ORD-20220121-000343,CUST-0023540,1/21/2022,Single item,2847,2144,24.70%,UPI,Pune,828597,First,Organic Instagram,Delivered
ORD-20220121-000344,CUST-0026992,1/21/2022,Single item,1892,1657,12.40%,UPI,Pune,830220,First,Meta,Returned
ORD-20220121-000345,CUST-0015210,1/21/2022,Single item,2222,1680,24.40%,Card,Dehradun,552520,First,Meta,Returned
ORD-20220122-000346,CUST-0021584,1/22/2022,Single item,2365,1910,19.20%,Card,Chandigarh,154284,First,Offline (Friends/Family),RTO
ORD-20220122-000347,CUST-0013337,1/22/2022,Single item,2385,2020,15.30%,Wallet,Coimbatore,204694,First,Influencer,Delivered
ORD-20220122-000348,CUST-0003954,1/22/2022,Single item,2264,1624,28.30%,Card,Bhubaneswar,660776,First,Organic Instagram,Returned
ORD-20220122-000349,CUST-0019148,1/22/2022,Single item,2417,1923,20.40%,COD,Patna,357400,First,Instagram DM,Returned
ORD-20220122-000350,CUST-0019317,1/22/2022,2-item cart,1951,1516,22.30%,UPI,Lucknow,228449,First,Meta,Delivered
ORD-20220122-000351,CUST-0023452,1/22/2022,Mixed Cart,1952,1633,16.30%,UPI,Bengaluru,786749,First,Offline (Friends/Family),Delivered
ORD-20220122-000352,CUST-0022007,1/22/2022,Mixed Cart,2648,1927,27.20%,UPI,Lucknow,434292,First,Influencer,Delivered
ORD-20220122-000353,CUST-0014497,1/22/2022,Single item,1897,1557,17.90%,Card,Kanpur,522065,First,Instagram DM,Returned
ORD-20220122-000354,CUST-0014381,1/22/2022,2-item cart,2049,1734,15.40%,Card,Nashik,785734,First,Meta,Delivered
ORD-20220122-000355,CUST-0010903,1/22/2022,2-item cart,2039,1770,13.20%,COD,Mysuru,215273,First,Influencer,Delivered
ORD-20220122-000356,CUST-0024176,1/22/2022,Mixed Cart,2402,1701,29.20%,UPI,Kochi,164630,First,Meta,Delivered
ORD-20220122-000357,CUST-0009269,1/22/2022,Mixed Cart,2492,2164,13.10%,UPI,Mumbai,275489,First,Influencer,Delivered
ORD-20220122-000358,CUST-0013446,1/22/2022,Mixed Cart,2344,1818,22.40%,COD,Bengaluru,611603,First,Meta,Returned
ORD-20220122-000359,CUST-0002766,1/22/2022,Single item,1800,1610,10.60%,Card,Delhi,505649,First,Instagram DM,Returned
ORD-20220122-000360,CUST-0002916,1/22/2022,Single item,1800,1525,15.30%,NetBanking,Delhi,286954,First,Google,Delivered
ORD-20220122-000361,CUST-0003846,1/22/2022,Single item,1944,1730,11.00%,UPI,Lucknow,585748,First,Google,Returned
ORD-20220122-000362,CUST-0009436,1/22/2022,2-item cart,1926,1714,11.00%,COD,Hyderabad,562260,First,Google,Delivered
ORD-20220122-000363,CUST-0013387,1/22/2022,Mixed Cart,2010,1698,15.50%,COD,Mumbai,384517,First,Meta,Returned
ORD-20220122-000364,CUST-0019416,1/22/2022,Mixed Cart,2913,2155,26.00%,UPI,Bengaluru,526867,First,Influencer,Delivered
ORD-20220123-000365,CUST-0019639,1/23/2022,Mixed Cart,1883,1436,23.70%,UPI,Ludhiana,603809,First,Instagram DM,Delivered
ORD-20220123-000366,CUST-0000114,1/23/2022,Single item,2410,1687,30.00%,Card,Hyderabad,523870,First,Meta,Delivered
ORD-20220123-000367,CUST-0004995,1/23/2022,2-item cart,2514,1972,21.60%,Wallet,Mysuru,248328,First,Influencer,Delivered
ORD-20220123-000368,CUST-0016359,1/23/2022,Mixed Cart,2139,1778,16.90%,COD,Bhubaneswar,488109,First,Instagram DM,Delivered
ORD-20220123-000369,CUST-0010257,1/23/2022,Mixed Cart,2055,1634,20.50%,Card,Pune,625139,First,Meta,Delivered
ORD-20220123-000370,CUST-0005746,1/23/2022,2-item cart,1908,1636,14.30%,UPI,Delhi,603091,First,Influencer,Delivered
ORD-20220123-000371,CUST-0018379,1/23/2022,Single item,2149,1821,15.30%,Card,Ahmedabad,265246,First,Meta,Delivered
ORD-20220123-000372,CUST-0008939,1/23/2022,Mixed Cart,2161,1765,18.30%,Card,Coimbatore,332714,First,Email/SMS,Delivered
ORD-20220123-000373,CUST-0019716,1/23/2022,2-item cart,1800,1357,24.60%,Card,Mumbai,454623,First,Influencer,Delivered
ORD-20220123-000374,CUST-0010602,1/23/2022,Mixed Cart,1866,1521,18.50%,UPI,Mumbai,801578,First,Google,Returned
ORD-20220123-000375,CUST-0014848,1/23/2022,2-item cart,2239,1715,23.40%,UPI,Bhopal,706806,First,Organic Instagram,Delivered
ORD-20220123-000376,CUST-0017930,1/23/2022,2-item cart,2116,1808,14.60%,NetBanking,Hyderabad,528234,First,Meta,Delivered
ORD-20220123-000377,CUST-0015111,1/23/2022,Mixed Cart,1800,1439,20.10%,COD,Bengaluru,795837,First,Meta,Delivered
ORD-20220123-000378,CUST-0019776,1/23/2022,2-item cart,2635,2138,18.80%,UPI,Coimbatore,495307,First,Google,Delivered
ORD-20220124-000379,CUST-0024789,1/24/2022,2-item cart,1800,1460,18.90%,Card,Hyderabad,305409,First,Meta,RTO
ORD-20220124-000380,CUST-0023385,1/24/2022,Single item,2050,1791,12.60%,UPI,Jaipur,770142,First,Meta,Delivered
ORD-20220124-000381,CUST-0002886,1/24/2022,Single item,2449,1989,18.80%,Card,Bengaluru,370733,First,Meta,RTO
ORD-20220124-000382,CUST-0013534,1/24/2022,Mixed Cart,2614,1975,24.40%,UPI,Coimbatore,706093,First,Meta,Delivered
ORD-20220124-000383,CUST-0005884,1/24/2022,Mixed Cart,1975,1606,18.60%,COD,Visakhapatnam,157458,First,Organic Instagram,Returned
ORD-20220124-000384,CUST-0020442,1/24/2022,2-item cart,2386,2147,10.00%,COD,Hyderabad,306285,First,Meta,Delivered
ORD-20220124-000385,CUST-0000588,1/24/2022,Mixed Cart,1978,1688,14.60%,UPI,Pune,290078,First,Meta,Delivered
